crop,year,season,state,area,production,fertilizer,pesticide,yield
Maize,2000,Kharif     ,Tamil Nadu,119802,193854,11760962.34,31148.52,1.629090909
Mesta,2000,Kharif     ,Tamil Nadu,134,594,13154.78,34.84,3.683333333
Moong(Green Gram),2000,Kharif     ,Tamil Nadu,198603,90864,19496856.51,51636.78,0.484814815
Onion,2000,Whole Year ,Tamil Nadu,29822,265887,2927625.74,7753.72,8.016666667
Other Cereals,2000,Kharif     ,Tamil Nadu,87384,75741,8578487.28,22719.84,0.826315789
Other Kharif pulses,2000,Kharif     ,Tamil Nadu,167657,33762,16458887.69,43590.82,0.1988
Potato,2000,Whole Year ,Tamil Nadu,2723,49126,267316.91,707.98,18.08
Ragi,2000,Kharif     ,Tamil Nadu,165144,283091,16212186.48,42937.44,1.63125
Rapeseed &Mustard,2000,Rabi       ,Tamil Nadu,753,185,73922.01,195.78,0.228
Rice,2000,Kharif     ,Tamil Nadu,2113344,7217903,207466980.5,549469.44,3.611785714
Sannhamp,2000,Whole Year ,Tamil Nadu,10538,7681,1034515.46,2739.88,0.725625
Sesamum,2000,Kharif     ,Tamil Nadu,177943,100187,17468664.31,46265.18,0.506296296
Sugarcane,2000,Whole Year ,Tamil Nadu,317473,34062855,31166324.41,82542.98,108.0914815
Sunflower,2000,Kharif     ,Tamil Nadu,13345,14389,1310078.65,3469.7,1.040434783
Sweet potato,2000,Whole Year ,Tamil Nadu,916,10581,89923.72,238.16,11.92647059
Tapioca,2000,Whole Year ,Tamil Nadu,109681,4017008,10767383.77,28517.06,36.006
Tobacco,2000,Whole Year ,Tamil Nadu,5926,9225,581755.42,1540.76,1.527
Turmeric,2000,Whole Year ,Tamil Nadu,28675,149252,2815024.75,7455.5,5.306086957
Urad,2000,Kharif     ,Tamil Nadu,503982,244412,49475912.94,131035.32,0.517777778
Arhar/Tur,2000,Kharif     ,Uttar Pradesh,406596,509756,39915529.32,105714.96,1.098115942
Bajra,2000,Kharif     ,Uttar Pradesh,881010,1277360,86488751.7,229062.6,1.278823529
Barley,2000,Rabi       ,Uttar Pradesh,286886,604453,28163598.62,74590.36,1.956811594
Castor seed,2000,Kharif     ,Uttar Pradesh,25,16,2454.25,6.5,0.601428571
Cotton(lint),2000,Kharif     ,Uttar Pradesh,5328,4759,523049.76,1385.28,1.268235294
Gram,2000,Rabi       ,Uttar Pradesh,833007,702718,81776297.19,216581.82,0.946231884
Groundnut,2000,Kharif     ,Uttar Pradesh,115425,96359,11331272.25,30010.5,0.927413793
Jowar,2000,Kharif     ,Uttar Pradesh,347427,329499,34106908.59,90331.02,0.995909091
Jute,2000,Kharif     ,Uttar Pradesh,30,25,2945.1,7.8,0.875
Linseed,2000,Rabi       ,Uttar Pradesh,55279,19911,5426739.43,14372.54,0.354259259
Maize,2000,Kharif     ,Uttar Pradesh,907927,1473111,89131193.59,236061.02,1.534782609
Maize,2000,Rabi       ,Uttar Pradesh,12914,20943,1267767.38,3357.64,1.606610169
Masoor,2000,Rabi       ,Uttar Pradesh,651730,408052,63980334.1,169449.8,0.757391304
Moong(Green Gram),2000,Kharif     ,Uttar Pradesh,28449,8585,2792838.33,7396.74,0.308225806
Moong(Green Gram),2000,Rabi       ,Uttar Pradesh,53103,24016,5213121.51,13806.78,0.510294118
Moth,2000,Kharif     ,Uttar Pradesh,151,46,14823.67,39.26,0.339333333
Peas & beans (Pulses),2000,Rabi       ,Uttar Pradesh,333480,344524,32737731.6,86704.8,1.249275362
Potato,2000,Whole Year ,Uttar Pradesh,394083,8398200,38687128.11,102461.58,19.7573913
Rapeseed &Mustard,2000,Rabi       ,Uttar Pradesh,556142,556379,54596460.14,144596.92,0.874347826
Rice,2000,Kharif     ,Uttar Pradesh,5904128,11672250,579608245.8,1535073.28,1.894782609
Rice,2000,Summer     ,Uttar Pradesh,3023,6899,296767.91,785.98,2.083181818
Sesamum,2000,Kharif     ,Uttar Pradesh,107983,17434,10600691.11,28075.58,0.165074627
Small millets,2000,Kharif     ,Uttar Pradesh,32410,22009,3181689.7,8426.6,0.790208333
Soyabean,2000,Kharif     ,Uttar Pradesh,15743,9207,1545490.31,4093.18,0.644545455
Sugarcane,2000,Whole Year ,Uttar Pradesh,1938366,106067503,190289390.2,503975.16,50.03478261
Turmeric,2000,Whole Year ,Uttar Pradesh,1253,2185,123007.01,325.78,1.779142857
Urad,2000,Kharif     ,Uttar Pradesh,322257,134130,31635969.69,83786.82,0.463768116
Urad,2000,Rabi       ,Uttar Pradesh,62905,28929,6175383.85,16355.3,0.47546875
Wheat,2000,Rabi       ,Uttar Pradesh,9239311,25168332,907023160.9,2402220.86,2.68057971
Arhar/Tur,2000,Kharif     ,Uttarakhand,1890,981,185541.3,491.4,0.631
Bajra,2000,Kharif     ,Uttarakhand,11,15,1079.87,2.86,1.36
Barley,2000,Rabi       ,Uttarakhand,25797,25064,2532491.49,6707.22,0.978461538
Garlic,2000,Whole Year ,Uttarakhand,2062,16274,202426.54,536.12,5.604761905
Gram,2000,Rabi       ,Uttarakhand,993,683,97482.81,258.18,0.688
Groundnut,2000,Kharif     ,Uttarakhand,1750,1481,171797.5,455,0.89
Horse-gram,2000,Kharif     ,Uttarakhand,9223,4787,905421.91,2397.98,0.555454545
Linseed,2000,Rabi       ,Uttarakhand,17,5,1668.89,4.42,0.186666667
Maize,2000,Kharif     ,Uttarakhand,33467,48302,3285455.39,8701.42,1.337692308
Maize,2000,Rabi       ,Uttarakhand,63,99,6184.71,16.38,1.535
Masoor,2000,Rabi       ,Uttarakhand,15290,8156,1501019.3,3975.4,0.512307692
Moong(Green Gram),2000,Kharif     ,Uttarakhand,45,16,4417.65,11.7,0.393333333
Moong(Green Gram),2000,Rabi       ,Uttarakhand,110,31,10798.7,28.6,0.353333333
Moth,2000,Kharif     ,Uttarakhand,44,17,4319.48,11.44,0.36
Onion,2000,Whole Year ,Uttarakhand,1781,11027,174840.77,463.06,7.395384615
Other  Rabi pulses,2000,Rabi       ,Uttarakhand,127,54,12467.59,33.02,0.39375
Other Cereals,2000,Kharif     ,Uttarakhand,5596,1587,549359.32,1454.96,0.285
Other Cereals,2000,Rabi       ,Uttarakhand,1307,1323,128308.19,339.82,1.028571429
Other Kharif pulses,2000,Kharif     ,Uttarakhand,11548,6844,1133667.16,3002.48,0.593333333
Peas & beans (Pulses),2000,Rabi       ,Uttarakhand,3402,2598,333974.34,884.52,0.681538462
Potato,2000,Kharif     ,Uttarakhand,6286,138309,617096.62,1634.36,21.66555556
Potato,2000,Rabi       ,Uttarakhand,6473,148125,635454.41,1682.98,21.60538462
Ragi,2000,Kharif     ,Uttarakhand,127733,162286,12539548.61,33210.58,1.335454545
Rapeseed &Mustard,2000,Rabi       ,Uttarakhand,13406,8127,1316067.02,3485.56,0.51
Rice,2000,Kharif     ,Uttarakhand,285545,579074,28031952.65,74241.7,1.649230769
Rice,2000,Rabi       ,Uttarakhand,3062,9578,300596.54,796.12,3.125
Sesamum,2000,Kharif     ,Uttarakhand,2700,442,265059,702,0.166666667
Small millets,2000,Kharif     ,Uttarakhand,73164,80384,7182509.88,19022.64,1.115454545
Small millets,2000,Rabi       ,Uttarakhand,2,3,196.34,0.52,1.5
Soyabean,2000,Kharif     ,Uttarakhand,6478,4382,635945.26,1684.28,0.654545455
Sugarcane,2000,Whole Year ,Uttarakhand,116478,6831440,11434645.26,30284.28,58.175
Sunflower,2000,Kharif     ,Uttarakhand,213,227,20910.21,55.38,1.083333333
Tobacco,2000,Whole Year ,Uttarakhand,102,713,10013.34,26.52,7.142
Turmeric,2000,Whole Year ,Uttarakhand,152,39,14921.84,39.52,2.778
Urad,2000,Kharif     ,Uttarakhand,10160,4481,997407.2,2641.6,0.466153846
Urad,2000,Rabi       ,Uttarakhand,1018,345,99937.06,264.68,0.17
Wheat,2000,Rabi       ,Uttarakhand,377340,711036,37043467.8,98108.4,1.550769231
other oilseeds,2000,Rabi       ,Uttarakhand,128,88,12565.76,33.28,0.572857143
Arhar/Tur,2001,Kharif     ,Bihar,41954,53809,4284762.02,10908.04,1.242162162
Bajra,2001,Kharif     ,Bihar,828,598,84563.64,215.28,0.73
Banana,2001,Whole Year ,Bihar,16263,355042,1660940.19,4228.38,21.29136364
Barley,2001,Rabi       ,Bihar,21300,26709,2175369,5538,1.248181818
Coriander,2001,Whole Year ,Bihar,2286,1326,233469.18,594.36,0.574516129
Dry chillies,2001,Whole Year ,Bihar,3558,3550,363378.54,925.08,1.001666667
Garlic,2001,Whole Year ,Bihar,2156,3164,220192.28,560.56,1.432758621
Ginger,2001,Kharif     ,Bihar,293,407,29924.09,76.18,1.32
Gram,2001,Rabi       ,Bihar,71525,67833,7304848.25,18596.5,0.8578125
Groundnut,2001,Kharif     ,Bihar,245,137,25021.85,63.7,0.577142857
Horse-gram,2001,Kharif     ,Bihar,14349,11520,1465463.37,3730.74,0.781904762
Jowar,2001,Kharif     ,Bihar,4388,3712,448146.44,1140.88,0.888888889
Jute,2001,Kharif     ,Bihar,142635,953203,14567312.55,37085.1,6.347777778
Khesari,2001,Rabi       ,Bihar,156420,127817,15975174.6,40669.2,0.748055556
Linseed,2001,Rabi       ,Bihar,40599,28819,4146375.87,10555.74,0.72
Maize,2001,Autumn     ,Bihar,244793,396864,25000709.09,63646.18,1.768108108
Maize,2001,Rabi       ,Bihar,187399,622294,19139059.87,48723.74,2.911818182
Maize,2001,Summer     ,Bihar,149864,388209,15305610.32,38964.64,2.469189189
Masoor,2001,Rabi       ,Bihar,170834,140299,17447276.42,44416.84,0.768378378
Mesta,2001,Kharif     ,Bihar,15374,99904,1570146.62,3997.24,5.899
Moong(Green Gram),2001,Kharif     ,Bihar,7902,4465,807031.26,2054.52,0.627777778
Onion,2001,Whole Year ,Bihar,14083,134445,1438296.79,3661.58,10.47351351
Other  Rabi pulses,2001,Rabi       ,Bihar,7142,4772,729412.46,1856.92,0.708181818
Other Kharif pulses,2001,Kharif     ,Bihar,1251,698,127764.63,325.26,0.5835
Peas & beans (Pulses),2001,Rabi       ,Bihar,26086,25671,2664163.18,6782.36,0.971176471
Potato,2001,Whole Year ,Bihar,140783,1432119,14378167.79,36603.58,10.54486486
Ragi,2001,Kharif     ,Bihar,19726,17318,2014616.38,5128.76,0.911428571
Rapeseed &Mustard,2001,Rabi       ,Bihar,95895,78242,9793756.35,24932.7,0.862972973
Rice,2001,Autumn     ,Bihar,2844474,4354156,290506129.6,739563.24,1.409189189
Rice,2001,Kharif     ,Bihar,126106,243661,12879205.78,32787.56,1.792903226
Rice,2001,Summer     ,Bihar,593959,703404,60661032.67,154429.34,1.098275862
Safflower,2001,Rabi       ,Bihar,237,181,24204.81,61.62,0.718888889
Sesamum,2001,Kharif     ,Bihar,3297,2061,336722.61,857.22,0.636
Small millets,2001,Kharif     ,Bihar,7477,5563,763626.01,1944.02,0.794444444
Sugarcane,2001,Whole Year ,Bihar,120754,5818262,12332606.02,31396.04,44.32352941
Sunflower,2001,Kharif     ,Bihar,13150,16108,1343009.5,3419,1.238214286
Sweet potato,2001,Whole Year ,Bihar,4981,56979,508709.53,1295.06,11.255
Tobacco,2001,Whole Year ,Bihar,13651,15031,1394176.63,3549.26,1.207857143
Turmeric,2001,Whole Year ,Bihar,2918,3038,298015.34,758.68,1.139166667
Urad,2001,Kharif     ,Bihar,31963,21497,3264381.19,8310.38,0.666333333
Wheat,2001,Rabi       ,Bihar,2181543,4499130,222800986.6,567201.18,1.977567568
Arhar/Tur,2001,Kharif     ,Chhattisgarh,50323,20180,5139487.99,13083.98,0.388125
Bajra,2001,Kharif     ,Chhattisgarh,80,36,8170.4,20.8,0.574285714
Bajra,2001,Whole Year ,Chhattisgarh,282,11012,28800.66,73.32,37.904
Barley,2001,Rabi       ,Chhattisgarh,4245,3481,433541.85,1103.7,0.841428571
Castor seed,2001,Kharif     ,Chhattisgarh,113,31,11540.69,29.38,0.232857143
Coriander,2001,Whole Year ,Chhattisgarh,3618,951,369506.34,940.68,0.28875
Cotton(lint),2001,Kharif     ,Chhattisgarh,103,72,10519.39,26.78,0.795
Dry chillies,2001,Whole Year ,Chhattisgarh,6909,3765,705616.17,1796.34,0.540625
Garlic,2001,Whole Year ,Chhattisgarh,779,2203,79559.27,202.54,3.026428571
Ginger,2001,Whole Year ,Chhattisgarh,1797,1681,183527.61,467.22,1.035384615
Gram,2001,Rabi       ,Chhattisgarh,169488,124574,17309809.44,44066.88,0.7325
Groundnut,2001,Kharif     ,Chhattisgarh,33804,41748,3452402.52,8789.04,1.31375
Horse-gram,2001,Kharif     ,Chhattisgarh,57694,19650,5892288.22,15000.44,0.325625
Jowar,2001,Kharif     ,Chhattisgarh,9423,9169,962370.99,2449.98,0.948125
Khesari,2001,Rabi       ,Chhattisgarh,415808,230495,42466471.04,108110.08,0.578
Linseed,2001,Rabi       ,Chhattisgarh,82260,22210,8401213.8,21387.6,0.272
Maize,2001,Kharif     ,Chhattisgarh,93820,69708,9581836.6,24393.2,0.75375
Masoor,2001,Rabi       ,Chhattisgarh,15946,5162,1628564.98,4145.96,0.417333333
Mesta,2001,Kharif     ,Chhattisgarh,1325,2778,135322.25,344.5,2.1525
Moong(Green Gram),2001,Kharif     ,Chhattisgarh,9669,2887,987494.97,2513.94,0.261875
Moong(Green Gram),2001,Rabi       ,Chhattisgarh,5558,1536,567638.54,1445.08,0.247333333
Niger seed,2001,Kharif     ,Chhattisgarh,74559,14268,7614710.67,19385.34,0.220769231
Onion,2001,Whole Year ,Chhattisgarh,3836,33857,391770.68,997.36,8.872
Other  Rabi pulses,2001,Rabi       ,Chhattisgarh,1024,356,104581.12,266.24,0.326153846
Other Kharif pulses,2001,Kharif     ,Chhattisgarh,5754,1966,587656.02,1496.04,0.352
Peas & beans (Pulses),2001,Rabi       ,Chhattisgarh,11851,4416,1210342.63,3081.26,0.329375
Potato,2001,Whole Year ,Chhattisgarh,9315,64152,951340.95,2421.9,6.849375
Ragi,2001,Kharif     ,Chhattisgarh,10860,3210,1109131.8,2823.6,0.283636364
Rapeseed &Mustard,2001,Rabi       ,Chhattisgarh,50335,18684,5140713.55,13087.1,0.346875
Rice,2001,Kharif     ,Chhattisgarh,3810112,5073721,389126738.6,990629.12,1.34375
Safflower,2001,Rabi       ,Chhattisgarh,338,84,34519.94,87.88,0.24125
Sannhamp,2001,Whole Year ,Chhattisgarh,1736,611,177297.68,451.36,0.34875
Sesamum,2001,Kharif     ,Chhattisgarh,23601,5711,2410370.13,6136.26,0.246875
Small millets,2001,Kharif     ,Chhattisgarh,279037,69178,28498048.81,72549.62,0.239375
Soyabean,2001,Kharif     ,Chhattisgarh,10622,8162,1084824.86,2761.72,0.915333333
Sugarcane,2001,Whole Year ,Chhattisgarh,3476,9046,355003.88,903.76,2.805714286
Sunflower,2001,Kharif     ,Chhattisgarh,2885,1184,294645.05,750.1,0.388571429
Sweet potato,2001,Whole Year ,Chhattisgarh,2402,14001,245316.26,624.52,5.834375
Tobacco,2001,Whole Year ,Chhattisgarh,40,22,4085.2,10.4,0.6075
Turmeric,2001,Whole Year ,Chhattisgarh,649,591,66282.37,168.74,1.075333333
Urad,2001,Kharif     ,Chhattisgarh,113521,34993,11593899.73,29515.46,0.319375
Urad,2001,Rabi       ,Chhattisgarh,5519,1334,563655.47,1434.94,0.250833333
Wheat,2001,Rabi       ,Chhattisgarh,97861,103480,9994543.93,25443.86,1.195
Arhar/Tur,2001,Kharif     ,Gujarat,332300,187000,33937799,86398,0.643888889
Bajra,2001,Kharif     ,Gujarat,799900,1008800,81693787,207974,1.341176471
Bajra,2001,Summer     ,Gujarat,139900,253500,14287987,36374,1.802666667
Banana,2001,Whole Year ,Gujarat,24400,1473800,2491972,6344,61.91875
Castor seed,2001,Kharif     ,Gujarat,304700,465100,31119011,79222,1.58
Cotton(lint),2001,Kharif     ,Gujarat,1749800,1703200,178707074,454948,1.133529412
Dry chillies,2001,Whole Year ,Gujarat,13600,12100,1388968,3536,0.890526316
Garlic,2001,Whole Year ,Gujarat,9300,57200,949809,2418,5.978333333
Gram,2001,Rabi       ,Gujarat,49100,27200,5014583,12766,0.568333333
Groundnut,2001,Kharif     ,Gujarat,1850700,2592100,189011991,481182,1.281052632
Groundnut,2001,Summer     ,Gujarat,37000,54500,3778810,9620,1.344210526
Guar seed,2001,Whole Year ,Gujarat,264200,111400,26982746,68692,0.47
Jowar,2001,Kharif     ,Gujarat,138300,134300,14124579,35958,0.888666667
Jowar,2001,Rabi       ,Gujarat,44100,35000,4503933,11466,0.865
Maize,2001,Kharif     ,Gujarat,443500,884600,45294655,115310,2.108666667
Moong(Green Gram),2001,Kharif     ,Gujarat,168400,76700,17198692,43784,0.505555556
Moth,2001,Kharif     ,Gujarat,43200,14500,4412016,11232,0.293333333
Onion,2001,Whole Year ,Gujarat,24200,638700,2471546,6292,29.52625
Other  Rabi pulses,2001,Rabi       ,Gujarat,2400,1400,245112,624,0.5925
Other Kharif pulses,2001,Kharif     ,Gujarat,21300,8900,2175369,5538,0.42
Potato,2001,Whole Year ,Gujarat,32300,802000,3298799,8398,22.995
Ragi,2001,Kharif     ,Gujarat,21000,21500,2144730,5460,1.005
Rapeseed &Mustard,2001,Rabi       ,Gujarat,247100,292100,25236323,64246,1.121875
Rice,2001,Kharif     ,Gujarat,664000,1028700,67814320,172640,1.533571429
Rice,2001,Summer     ,Gujarat,3800,11500,388094,988,2.935
Sesamum,2001,Kharif     ,Gujarat,379600,226500,38768548,98696,0.582941176
Small millets,2001,Kharif     ,Gujarat,12900,2900,1317477,3354,0.21
Small millets,2001,Rabi       ,Gujarat,1200,400,122556,312,0.433333333
Sugarcane,2001,Whole Year ,Gujarat,175800,12458000,17954454,45708,62.97384615
Tobacco,2001,Whole Year ,Gujarat,85500,145300,8732115,22230,1.545714286
Urad,2001,Kharif     ,Gujarat,113700,64100,11612181,29562,0.608888889
Wheat,2001,Rabi       ,Gujarat,470100,1144700,48011313,122226,2.474736842
Arhar/Tur,2001,Kharif     ,Haryana,17903,13900,1828433.39,4654.78,0.772222222
Bajra,2001,Kharif     ,Haryana,585474,832000,59794459.62,152223.24,1.065263158
Barley,2001,Rabi       ,Haryana,29673,86000,3030503.49,7714.98,1.782222222
Cotton(lint),2001,Kharif     ,Haryana,629468,722000,64287566.84,163661.68,0.804736842
Dry chillies,2001,Whole Year ,Haryana,1933,2200,197417.29,502.58,0.806111111
Garlic,2001,Whole Year ,Haryana,349,2800,35643.37,90.74,5.467142857
Gram,2001,Rabi       ,Haryana,142476,122000,14551073.88,37043.76,0.587894737
Groundnut,2001,Kharif     ,Haryana,485,300,49533.05,126.1,0.303636364
Horse-gram,2001,Kharif     ,Haryana,310,0,31660.3,80.6,0
Jowar,2001,Kharif     ,Haryana,103814,22000,10602523.82,26991.64,0.12
Maize,2001,Kharif     ,Haryana,17944,47000,1832620.72,4665.44,1.051764706
Masoor,2001,Rabi       ,Haryana,9325,7500,952362.25,2424.5,0.811333333
Moong(Green Gram),2001,Kharif     ,Haryana,13620,3100,1391010.6,3541.2,0.069411765
Moth,2001,Kharif     ,Haryana,1847,200,188634.11,480.22,0.04625
Onion,2001,Whole Year ,Haryana,3554,46600,362970.02,924.04,13.56916667
Peas & beans (Pulses),2001,Rabi       ,Haryana,1065,1200,108768.45,276.9,0.576428571
Potato,2001,Whole Year ,Haryana,9616,203100,982082.08,2500.16,19.08055556
Rapeseed &Mustard,2001,Rabi       ,Haryana,536475,800000,54790191.75,139483.5,1.315789474
Rice,2001,Kharif     ,Haryana,1027505,2726000,104939085.6,267151.3,2.645555556
Sannhamp,2001,Whole Year ,Haryana,1895,700,193536.35,492.7,0.117
Sesamum,2001,Kharif     ,Haryana,4838,1400,494104.94,1257.88,0.161111111
Sugarcane,2001,Whole Year ,Haryana,161184,9270000,16461721.92,41907.84,47.62210526
Sunflower,2001,Rabi       ,Haryana,2581,3700,263597.53,671.06,1.175
Sweet potato,2001,Whole Year ,Haryana,89,0,9089.57,23.14,0
Urad,2001,Kharif     ,Haryana,1999,400,204157.87,519.74,0.101666667
Wheat,2001,Rabi       ,Haryana,2299876,9437000,234886335.9,597967.76,3.979473684
Arhar/Tur,2001,Kharif     ,Himachal Pradesh,1480,339,151152.4,384.8,0.495
Bajra,2001,Kharif     ,Himachal Pradesh,110,57,11234.3,28.6,0.5975
Barley,2001,Rabi       ,Himachal Pradesh,25017,34687,2554986.21,6504.42,1.36
Coriander,2001,Whole Year ,Himachal Pradesh,308,105,31456.04,80.08,1.35125
Cotton(lint),2001,Kharif     ,Himachal Pradesh,20,13,2042.6,5.2,0.8975
Dry chillies,2001,Whole Year ,Himachal Pradesh,1024,195,104581.12,266.24,0.219
Garlic,2001,Whole Year ,Himachal Pradesh,1597,1719,163101.61,415.22,1.018
Ginger,2001,Kharif     ,Himachal Pradesh,2609,29012,266457.17,678.34,10.94888889
Gram,2001,Rabi       ,Himachal Pradesh,1144,1004,116836.72,297.44,0.763
Groundnut,2001,Kharif     ,Himachal Pradesh,129,75,13174.77,33.54,0.508333333
Horse-gram,2001,Kharif     ,Himachal Pradesh,2418,967,246950.34,628.68,0.396
Linseed,2001,Rabi       ,Himachal Pradesh,2272,558,232039.36,590.72,0.38
Maize,2001,Kharif     ,Himachal Pradesh,301282,668228,30769930.66,78333.32,2.463333333
Masoor,2001,Kharif     ,Himachal Pradesh,751,278,76699.63,195.26,0.501666667
Moong(Green Gram),2001,Kharif     ,Himachal Pradesh,94,32,9600.22,24.44,0.498571429
Onion,2001,Whole Year ,Himachal Pradesh,1112,11045,113568.56,289.12,8.397777778
Other  Rabi pulses,2001,Rabi       ,Himachal Pradesh,20,12,2042.6,5.2,0.565
Other Kharif pulses,2001,Kharif     ,Himachal Pradesh,5090,2568,519841.7,1323.4,0.484545455
Peas & beans (Pulses),2001,Kharif     ,Himachal Pradesh,5294,11949,540676.22,1376.44,1.548888889
Potato,2001,Whole Year ,Himachal Pradesh,8480,75614,866062.4,2204.8,8.677272727
Rapeseed &Mustard,2001,Rabi       ,Himachal Pradesh,10387,5482,1060824.31,2700.62,0.638333333
Rice,2001,Kharif     ,Himachal Pradesh,80579,137418,8229533.27,20950.54,1.654545455
Sannhamp,2001,Whole Year ,Himachal Pradesh,38,38,3880.94,9.88,1
Sesamum,2001,Kharif     ,Himachal Pradesh,4475,2404,457031.75,1163.5,0.35
Small millets,2001,Kharif     ,Himachal Pradesh,13865,8397,1416032.45,3604.9,0.551111111
Soyabean,2001,Kharif     ,Himachal Pradesh,661,725,67507.93,171.86,1.17625
Sugarcane,2001,Whole Year ,Himachal Pradesh,2635,11219,269112.55,685.1,4.411428571
Sweet potato,2001,Whole Year ,Himachal Pradesh,102,0,10417.26,26.52,0
Tobacco,2001,Whole Year ,Himachal Pradesh,23,26,2348.99,5.98,1.05
Turmeric,2001,Whole Year ,Himachal Pradesh,127,74,12970.51,33.02,0.59625
Urad,2001,Kharif     ,Himachal Pradesh,13268,5393,1355060.84,3449.68,0.476363636
Wheat,2001,Rabi       ,Himachal Pradesh,366518,637068,37432483.34,95294.68,1.72
Arhar/Tur,2001,Kharif     ,Madhya Pradesh,301498,246625,30791990.74,78389.48,0.793555556
Bajra,2001,Kharif     ,Madhya Pradesh,161727,204585,16517178.51,42049.02,0.926764706
Banana,2001,Whole Year ,Madhya Pradesh,18145,564818,1853148.85,4717.7,26.1695
Barley,2001,Rabi       ,Madhya Pradesh,83716,107764,8549915.08,21766.16,1.374146341
Castor seed,2001,Kharif     ,Madhya Pradesh,2496,807,254916.48,648.96,0.364444444
Coriander,2001,Whole Year ,Madhya Pradesh,103753,37967,10596293.89,26975.78,0.345813953
Cotton(lint),2001,Kharif     ,Madhya Pradesh,534571,383607,54595736.23,138988.46,0.706315789
Dry chillies,2001,Whole Year ,Madhya Pradesh,39686,22145,4053131.18,10318.36,0.484666667
Garlic,2001,Whole Year ,Madhya Pradesh,22685,85583,2316819.05,5898.1,2.935777778
Ginger,2001,Kharif     ,Madhya Pradesh,4950,6801,505543.5,1287,1.149487179
Gram,2001,Rabi       ,Madhya Pradesh,2547801,2405124,260206916.1,662428.26,0.886444444
Groundnut,2001,Kharif     ,Madhya Pradesh,214053,238883,21861232.89,55653.78,1.023333333
Jowar,2001,Kharif     ,Madhya Pradesh,622456,562078,63571431.28,161838.56,0.977555556
Jowar,2001,Rabi       ,Madhya Pradesh,4676,4222,477559.88,1215.76,1.232142857
Linseed,2001,Rabi       ,Madhya Pradesh,163743,62714,16723072.59,42573.18,0.488409091
Maize,2001,Kharif     ,Madhya Pradesh,843065,1672641,86102228.45,219196.9,1.943555556
Niger seed,2001,Kharif     ,Madhya Pradesh,109214,24372,11154025.82,28395.64,0.199230769
Onion,2001,Whole Year ,Madhya Pradesh,23057,324596,2354811.41,5994.82,13.41155556
Other  Rabi pulses,2001,Rabi       ,Madhya Pradesh,743975,365367,75982166.75,193433.5,0.445777778
Other Kharif pulses,2001,Kharif     ,Madhya Pradesh,569223,196156,58134744.99,147997.98,0.335111111
Potato,2001,Whole Year ,Madhya Pradesh,38387,507092,3920464.31,9980.62,13.38955556
Ragi,2001,Kharif     ,Madhya Pradesh,508,135,51882.04,132.08,0.257777778
Rapeseed &Mustard,2001,Rabi       ,Madhya Pradesh,504749,458817,51550015.37,131234.74,0.607111111
Rice,2001,Kharif     ,Madhya Pradesh,1766150,1685799,180376899.5,459199,0.849333333
Safflower,2001,Rabi       ,Madhya Pradesh,321,83,32783.73,83.46,0.266111111
Sannhamp,2001,Whole Year ,Madhya Pradesh,6015,10489,614311.95,1563.9,1.862619048
Sesamum,2001,Kharif     ,Madhya Pradesh,131803,40068,13461040.39,34268.78,0.321136364
Small millets,2001,Kharif     ,Madhya Pradesh,446927,109728,45644654.51,116201.02,0.246052632
Soyabean,2001,Kharif     ,Madhya Pradesh,4435868,3726129,453035198.8,1153325.68,0.862222222
Sugarcane,2001,Whole Year ,Madhya Pradesh,41427,1612840,4230939.51,10771.02,30.92022222
Sunflower,2001,Kharif     ,Madhya Pradesh,2035,905,207834.55,529.1,0.337368421
Sweet potato,2001,Whole Year ,Madhya Pradesh,3707,21068,378595.91,963.82,5.656818182
Tobacco,2001,Whole Year ,Madhya Pradesh,255,120,26043.15,66.3,0.498333333
Turmeric,2001,Whole Year ,Madhya Pradesh,382,399,39013.66,99.32,0.968571429
Wheat,2001,Rabi       ,Madhya Pradesh,3691707,5993596,377034035.9,959843.82,1.654888889
Arhar/Tur,2001,Kharif     ,Maharashtra,1017300,770600,103896849,264498,0.6271875
Bajra,2001,Kharif     ,Maharashtra,1399200,830800,142900296,363792,0.515909091
Castor seed,2001,Kharif     ,Maharashtra,11900,3250,1215347,3094,0.346818182
Cotton(lint),2001,Kharif     ,Maharashtra,3104700,2689600,317083011,807222,0.897307692
Gram,2001,Rabi       ,Maharashtra,756300,450500,77240919,196638,0.583870968
Groundnut,2001,Kharif     ,Maharashtra,353400,382200,36092742,91884,0.733703704
Groundnut,2001,Summer     ,Maharashtra,76000,109800,7761880,19760,1.387096774
Jowar,2001,Kharif     ,Maharashtra,1780300,2073100,181822039,462878,1.109230769
Jowar,2001,Rabi       ,Maharashtra,3356700,1836500,342819771,872742,0.722142857
Linseed,2001,Rabi       ,Maharashtra,68700,20500,7016331,17862,0.338888889
Maize,2001,Kharif     ,Maharashtra,254500,459110,25992085,66170,1.910769231
Maize,2001,Rabi       ,Maharashtra,63100,116100,6444403,16406,1.887142857
Maize,2001,Summer     ,Maharashtra,8500,11700,868105,2210,1.293529412
Moong(Green Gram),2001,Kharif     ,Maharashtra,710600,290500,72573578,184756,0.501515152
Niger seed,2001,Kharif     ,Maharashtra,56000,14500,5719280,14560,0.35952381
Other  Rabi pulses,2001,Rabi       ,Maharashtra,131000,64000,13379030,34060,0.479615385
